ID	latinname	Author	TrueLatinName	Notes	PullOut
11783	Vitis rotundifolia	Michx.			0
11784	Vitis rubra	Michx.	Vitis palmata		0
11785	Vitis rupestris	Scheele.			0
11786	Vitis saccharifera	Makino.			0
11787	Vitis serjaniifolia	(Regel.)Maxim.	Ampelopsis japonica		0
11788	Vitis sieboldii	Hort. ex K.Koch.	Vitis thunbergii		0
11789	Vitis simpsonii	Small.	Vitis cinerea floridana		0
11790	Vitis thunbergii	Siebold.&Zucc.			0
11791	Vitis vinifera	L.			0
11792	Vitis vulpina	L.			0
11793	Vitis vulpina	L. pro parte.	Vitis cordifolia		0
11794	Vitis vulpina	Lecomte. non L.	Vitis riparia		0
11795	Vitis vulpina	Torr. ex A.Gray. non L.	Vitis rotundifolia		0
11796	Wasabia japonica	(Miq.)Matsum.			0
11797	Washingtonia californica	Winslow.	Sequoiadendron giganteum		0
11798	Washingtonia filifera	(Linden. ex André.)H.Wendl.			0
11799	Weigela coraeensis	Thunb.			0
11800	Weigela decora	(Nakai.)Nakai.			0
11801	Weigela floribunda	(Siebold.&Zucc.)K.Koch.			0
11802	Weigela florida	(Bunge.)A.DC.			0
11803	Weigela hortensis	(Siebold.&Zucc.)K.Koch.			0
11804	Weigela japonica	Thunb.			0
11805	Weigela rosea	Lindl.	Weigela florida		0
11806	Weinmannia racemosa	L.f.			0
11807	Wellingtonia gigantea	Lindl.	Sequoiadendron giganteum		0
11808	Wikstroemia japonica	(Siebold.&Zucc.)Miq.			0
11809	Wikstroemia sikokiana	Franch.&Sav.			0
11810	Wikstroemia trichotoma	(Thunb.)Makino.	Wikstroemia japonica		0
11811	Wintera aromatica	Murray. non (R.Br.)Muell.	Drimys winteri		0
11812	Winterania lanceolata	Poir.	Drimys lanceolata		0
11813	Wisteria brachybotrys	Siebold.&Zucc.	Wisteria venusta		0
11814	Wisteria chinensis	DC.	Wisteria sinensis		0
11815	Wisteria floribunda	(Willd.)DC.			0
11816	Wisteria frutescens	(L.)Poir.			0
11817	Wisteria japonica	Siebold.&Zucc.			0
11818	Wisteria sinensis	(Sims.)DC.			0
11819	Wisteria venusta	Rehder.&E.H.Wilson.			0
11820	Wisteria villosa	Rehder.			0
11821	Withania somnifera	(L.)Dunal.			0
11822	Wittsteinia vacciniacea	F.Muell.			0
11823	Wolffia arrhiza	(L.)Horkel. ex Wimm.			0
11824	Woodwardia radicans	(L.)Sm.			0
11825	Wyethia amplexicaulis	Nutt.			0
11826	Wyethia angustifolia	(DC.)Nutt.			0
11827	Wyethia helianthoides	Nutt.			0
11828	Wyethia longicaulis	A.Gray.			0
11829	Wyethia mollis	Gray.			0
11830	Wyethia robusta	Nutt.			0
11831	Xanthium canadense	Mill.	Xanthium strumarium		0
11832	Xanthium commune	Britton.			0
11833	Xanthium italicum	Moretti.	Xanthium commune		0
11834	Xanthium spinosum	L.			0
11835	Xanthium strumarium	L.			0
11836	Xanthoceras sorbifolium	Bunge.			0
11837	Xanthorhiza apiifolia	(L'Hér.)Guimpel.,Otto.&Hague.	Xanthorhiza simplicissima		0
11838	Xanthorhiza simplicissima	Marshall.			0
11839	Xanthorrhoea australis	R.Br.			0
11840	Xanthorrhoea media	R.Br.	Xanthorrhoea australis		0
11841	Xanthoxylum daniellii	Benn.	Euodia daniellii	A synonym of Tetradium daniellii in 200	0
11842	Xerophyllum douglasii	0	Xerophyllum tenax		0
11843	Xerophyllum tenax	(Purs.)Nutt.			0
11844	Xolisma ovalifolia	(Wall.)Rehder.	Lyonia ovalifolia		0
11845	Xylophylla ramiflora	Aiton.	Securinega suffruticosa		0
11846	Xylosma congestum	(Lour.)Merrill.	Xylosma japonica		0
11847	Xylosma japonica	(Walp.)A.Gray.			0
11848	Xylosma racemosum	Miq.	Xylosma japonica		0
11849	Xylosteum involucratum	Richardson.	Lonicera involucrata		0
11850	Xyris caroliniana	Walter.			0
11851	Youngia chelidoniifolia	Kitam.			0
11852	Youngia denticulata	(Houtt.)Kitam.			0
11853	Youngia japonica	(L.)DC.			0
11854	Youngia napifolia	Wight.	Youngia japonica		0
11855	Yucca aloifolia	L.			0
11856	Yucca angustifolia	Pursh.	Yucca glauca		0
11857	Yucca angustissima	Engelm. ex Trevir.			0
11858	Yucca arborescens	(Torr.)Trel.	Yucca brevifolia		0
11859	Yucca baccata	Torr.			0
11860	Yucca brevifolia	Engelm.			0
11861	Yucca circinata	Baker.	Yucca baccata		0
11862	Yucca concava	Haw.	Yucca filamentosa		0
11863	Yucca constricta	Buckley.			0
11864	Yucca elata	Engelm.			0
11865	Yucca ellacombei	Hort. ex Baker.	Yucca gloriosa		0
11866	Yucca filamentosa	L.			0
11867	Yucca filamentosa	Small. non L.	Yucca smalliana		0
11868	Yucca filamentosa flaccida	(Haw.)Engelm.	Yucca filifera		0
11869	Yucca filifera	Chadaub.			0
11870	Yucca flaccida	Haw.	Yucca filifera		0
11871	Yucca funifera	K.Koch.	Yucca whipplei	A synonym of Hesperaloe funifera in 200	0
11872	Yucca glauca	Nutt.			0
11873	Yucca gloriosa	L.			0
11874	Yucca gloriosa recurvifolia	(Salisb.)Engelm.	Yucca recurvifolia		0
11875	Yucca harrimaniae	Trelease.			0
11876	Yucca meldensis	Engelm.	Yucca filifera		0
11877	Yucca pendula	Groenl.	Yucca recurvifolia		0
11878	Yucca radiosa	Trel.	Yucca elata	A synonym of Y. angustissima in 200	0
11879	Yucca recurva	Haw.	Yucca recurvifolia		0
11880	Yucca recurvifolia	Salisb.			0
11881	Yucca rupicola	Scheele.			0
11882	Yucca schidigera	Roezl.			0
11883	Yucca smalliana	Fernald.			0
11884	Yucca whipplei	Torr.			0
11885	Yushania anceps	(Mitford.)Yi.			0
11886	Yushania maling	(Gamble.)Stapleton.			0
11887	Zabelia triflora	(Wall.)Makino.	Abelia triflora		0
11888	Zannichellia aschersoniana	Graebn.	Zannichellia palustris		0
11889	Zannichellia palustris	L.			0
11890	Zantedeschia aethiopica	(L.)Spreng.			0
11891	Zanthorrhiza apifolia	L'Hér.	Xanthorhiza simplicissima		0
11892	Zanthoxylum ailanthoides	Siebold.&Zucc.			0
11893	Zanthoxylum alatum	Roxb.			0
11894	Zanthoxylum alatum planispinum	(Siebold.&Zucc.)Rehder.&E.H.Wilson.	Zanthoxylum planispinum		0
11895	Zanthoxylum alatum subtrifoliolatum	Franch.	Zanthoxylum planispinum		0
11896	Zanthoxylum americanum	Mill.			0
11897	Zanthoxylum armatum	DC.	Zanthoxylum planispinum		0
11898	Zanthoxylum beecheyanum	K.Koch.			0
11899	Zanthoxylum bungeanum	Max.			0
11900	Zanthoxylum bungei	Planch.	Zanthoxylum simulans		0
11901	Zanthoxylum clava-herculis	L.			0
11902	Zanthoxylum coreanum	Nakai.			0
11903	Zanthoxylum fraxineum	Willd.	Zanthoxylum americanum		0
11904	Zanthoxylum nitidum	(Lam.)DC.			0
11905	Zanthoxylum piperitum	(L.)DC.			0
11906	Zanthoxylum planispinum	Siebold.&Zucc.			0
11907	Zanthoxylum schinifolium	Siebold.&Zucc.			0
11908	Zanthoxylum simulans	Hance.			0
11909	Zea mays	L.			0
11910	Zelkova acuminata	(Lindl.)Planch.	Zelkova serrata		0
11911	Zelkova formosana	Hayata.	Zelkova serrata		0
11912	Zelkova hirta	(Thunb.)Schneid.	Zelkova serrata		0
11913	Zelkova keaki	(Siebold.)Maxim.	Zelkova serrata		0
11914	Zelkova serrata	(Thunb.)Makino.			0
11915	Zephyranthes atamasca	(L.)Herb.			0
11916	Zerna inermis	(Leyss.)Lindm.	Bromus inermis		0
11917	Zerna ramosa	(Huds.)Lindm.	Bromus ramosus		0
11918	Zieria arborescens	Sims.	Zieria smithii		0
11919	Zieria lanceolata	0	Zieria smithii		0
11920	Podocarpium podocarpum	(A.DC.)Y.C.Yang&P.H.Huang.			0
11921	Zieria smithii	Andrews.			0
11922	Zizania aquatica	L.			0
11923	Zizania caduciflora	Hand.-Mazz.	Zizania latifolia		0
11924	Zizania latifolia	(Griseb.)Turcz. ex Stapf.			0
11925	Zizia aurea	(L.)Koch.			0
11926	Ziziphus jujuba	Mill.			0
11927	Ziziphus sativa	Gaertn.	Ziziphus jujuba		0
11928	Ziziphus vulgaris	Lam.	Ziziphus jujuba		0
11929	Ziziphus zizyphus	(L.)Karsten.	Ziziphus jujuba		0
11930	Zostera marina	L.			0
11931	Zoysia japonica	Steud.			0
11932	Zoysia pungens	non Willd.	Zoysia japonica		0
11933	Zoysia pungens japonica	(Steud.) Hackel.	Zoysia japonica		0
11934	Zygophyllum fabago	L.			0
11935	Pinus tabuliformis henryi	(Mast.)C.T.Kuan.	Pinus henryi		0
11936	Caltha sinogracilis	W.T.Wang.			0
11937	Ribes rubrum palczewskii	Jancz.	Ribes palczewskii		0
11938	Grossularia stenocarpa	(Maxim.)Berger.	Ribes stenocarpum		0
11939	Mazus pumilus	(N.L.Burman)Steenis.			0
11940	Pseudolysimachion spurium	(L.)Rauschert.	Veronica spuria		0
11941	Vitex negundo cannabifolia	(Siebold.&Zucc.)Hand.-Mazz.	Vitex cannabifolia		0
11942	Myrtus x ralphii	Hook.f.	Lophomyrtus x ralphii		0
11943	Malvastrum lateritium	(Hook.)G.Nicholson.			0
11944	Modiolastrum lateritium	(Hook.)Krapov.	Malvastrum lateritium		0
11945	Malva lateritia	Hook.	Malvastrum lateritium		0
11946	Arum flavum	Forssk.	Arisaema flavum		0
11947	Berchemia nana	W.W.Smith.	Berchemia lineata		0
11948	Berchemia axilliflora	Cheng.	Berchemia lineata		0
11949	Reichardia decapetala	Roth.	Caesalpinia decapetala		0
11950	Celtis serotina	Planch.	Celtis tetrandra		0
11951	Celtis trinervi	Roxb.	Celtis tetrandra		0
11952	Cerastium glomeratum	Thuill.	Cerastium viscosum		0
11953	Smilacina alpina	Royle.	Clintonia udensis		0
11954	Benthamia capitata	(Wall.)Nakai.	Cornus capitata		0
11955	Elaeagnus infundibularis	Momiy.	Elaeagnus latifolia		0
11956	Campanula persicifolia sessiliflora	(C.Koch.)Velen..	Campanula latiloba		0
11957	Cynosurus coracanus	L.	Eleusine coracana		0
11958	Perilla fruticosa	D.Don.	Elsholtzia fruticosa		0
11959	Fagopyrum emarginatum	Roxb.	Fagopyrum dibotrys		0
11960	Girardiana diversifolia	(Link.)Friis.			0
11961	Hemiphragma heterophyllum	Wallich.			0
11962	Carduus macrocephalus	Wallich.	Jurinea dolomiaea		0
11963	Jurinea dolomiaea	Boiss.			0
11964	Dolomiaea macrocephala	Royle.	Jurinea dolomiaea		0
11965	Myriactis nepalensis	Less.			0
11966	Lavenia dentata	Wall.	Myriactis nepalensis		0
11967	Lavenia sphaerantha	Wall.	Myriactis nepalensis		0
11968	Myrica esculenta	Buch.-Ham. ex D.Don.	Myrica nagi		0
11969	Persicaria barbata	(L.)Hara.	Polygonum barbatum		0
11970	Persicaria microcephala	(D.Don.)H.Gross.	Polygonum microcephalum		0
11971	Physalis divaricata	D.Don.	Physalis minima		0
11972	Pinus smithiana	Wall.	Picea smithiana		0
11973	Potentilla indica	(Andrews.)Wolf.	Duchesnea indica		0
11974	Quercus floribunda	Lindl. ex A.Camus.			0
11975	Salvia brachiata	Roxb.	Salvia plebeia		0
11976	Salvia parviflora	Roxb.	Salvia plebeia		0
11977	Aplotaxis roylei	DC.	Saussurea roylei		0
11978	Sison ammi	L.	Trachyspermum ammi		0
11979	Acer acuminatum	Wall			0
11980	Acer pectinatum	Wall.			0
11981	Cautleya spicata	(J.M.Sm.)Bak.			0
11982	Arthromeris wallichiana	(Spreng,)Ching.			0
11983	Disporum cantoniense	(Lour.)Merr.			0
11984	Habenaria intermedia	D.Don.			0
11985	Meconopsis grandis	Prain.			0
11986	Megacodon stylophorus	(C.B.Clarke.)H.Sm.			0
11987	Gentiana stylophora	C.B.Clarke.	Megacodon stylophorus		0
11988	Micromeria biflora	(Buch.-Ham. ex D.Don.)Benth.			0
11989	Thymus biflorus	Buch.-Ham. ex D.Don.	Micromeria biflora		0
11990	Satureja biflra	(Buch.-Ham. ex D.Don.)Briq.	Micromeria biflora		0
11991	Neillia thyrsiflora	D.Don.			0
11992	Arisaema utile	Hook.f. ex Schott.			0
11993	Arundinella hookeri	Munro. ex King.			0
11994	Arundinella nepalensis	Trin.			0
11995	Berchemia flavescens	(Wall. ex Roxb.)Brongn.			0
11996	Ziziphus flavescens	Wall. ex Roxb.	Berchemia flavescens		0
11997	Berberis concinna	Hook.f.			0
11998	Berberis erythroclada	Ahrendt.	Berberis concinna		0
11999	Berberis everstiana	Ahrendt.			0
12000	Berberis ulcina	Hook.f. & Thoms.			0
12001	Berberis wallichiana	DC.			0
12002	Berberis asiatica	Griff.	Berberis wallichiana		0
12003	Cardamine loxostemonoides	O.Schulz.			0
12004	Cardamine violacea	(D.Don.)Wall.			0
12005	Erysimum violaceum	D.Don.	Cardamine violacea		0
12006	Chaerophyllum villosum	Wall. ex DC.			0
12007	Chesneya nubigena	(D.Don.)Ali.			0
12008	Astragalus nubigenus	D.Don.	Chesneya nubigena		0
12009	Astragalus crassicaulis	Graham.	Chesneya nubigena		0
12010	Caragana crassicaulis	Benth.	Chesneya nubigena		0
12011	Astragalus larkyaensis	Kitam.	Chesneya nubigena		0
12012	Dendranthema nubigenum	(Wall. ex DC.)Kitam.			0
12013	Tanacetum nubigenum	Wall. ex DC.	Dendranthema nubigenum		0
12014	Chrysanthemum nubigenum	(Wall. ex DC.)Hand.-Mazz.	Dendranthema nubigenum		0
12015	Artemisia leptophylla	D.Don.	Dendranthema nubigenum		0
12016	Erysimum hieraciifolium	L.			0
12017	Erysimum robustum	D.Don.	Erysimum hieraciifolium		0
12018	Fragaria nubicola	(Hook.f.)Lindl.			0
12019	Clematis fusca violacea	Maxim.	Clematis ianthina		0
12020	Clematis viorna violacea	(Maxim.)Kuntze.	Clematis ianthina		0
12021	Clematis parviloba	Gard.&Champ.	Clematis pierotii		0
12022	Clematis alternata	Kitam.&Tamura.			0
12023	Archiclematis alternata	(Kitam.&Tamura.)Tamura.	Clematis alternata		0
12024	Clematis barbellata	Edgew.			0
12025	Clematis nepalensis	Royle.	Clematis barbellata		0
12026	Clematis buchananiana	DC.			0
12027	Clematis connata	DC.			0
12028	Euthamia gymnospermoides	Greene.	Solidago graminifolia		0
12029	Sambucus nigra canadensis	(L.)Bolli.	Sambucus canadensis		0
12030	Orbexilum pedunculatum	(Mill.)Rydb.	Psoralea pedunculata		0
12031	Sesbania herbacea	(Mill.)McVaugh.			0
12032	Emerus herbacea	Mill.	Sesbania herbacea		0
12033	Fraxinus americana texensis	(A. Gray.)Sarg.	Fraxinus texensis		0
12034	Samolus valerandi parviflorus	(Raf.)Hulten.	Samolus parviflorus		0
12035	Delphinium ajacis	L.	Consolida ambigua		0
12036	Delphinium ambiguum	L.	Consolida ambigua		0
12037	Sideroxylon lanuginosum	Michx.	Bumelia lanuginosa		0
12038	Nuttallanthus canadensis	(L.)D.A.Sutton.	Linaria canadensis		0
12039	Tilia americana caroliniana	(Mill.)Castigl.	Tilia caroliniana		0
12040	Vitis astivalis lincecumii	(Buckley.)Munson.	Vitis lincecumii		0
12041	Vitis cinerea helleri	(L.H.Bailey.)M.O.Moore.	Vitis berlandieri		0
12042	Scirpus maritimus paludosus	(A.Nes.)Kuk.	Scirpus paludosus		0
12043	Bolboschoenus paludosus	(A.Nels.)Soó	Scirpus paludosus		0
12044	Bolboschoenus maritimus paludosus	(A.Nels.)T.Koyama.	Scirpus paludosus		0
12045	Schoenoplectus acutus	(Muehl. ex Bigelow.)A. Löve.&D.Löve.	Scirpus acutus		0
12046	Allium mobilense	Regel.	Allium canadense mobilense		0
12047	Stuckenia pectinatus	(L.)Borner.	Potamogeton pectinatus		0
12048	Abobra viridiflora	Naudin.	Abobra tenuifolia		0
12049	Caesalpinia gilliesii	(Hook.)Wall. ex D.Dietr.			0
12050	Poinciana gilliesii	Wall. ex Hook.	Caesalpinia gilliesii		0
12051	Saussurea parviflora	(Poiret.)DC.			0
12052	Tetragonella implexicoma	Miq.	Tetragonia implexicoma		0
12053	Podocarpium podocarpum fallax	(Schindl.)Y.C.Yang.&P.H.Huang.			0
12054	Podocarpium podocarpum japonicum	(Matsum.)P.H.Huang.			0
12055	Desmodium formosum	Vogel.	Lespedeza formosa		0
12056	Hedysarum pilosum	Thunb.	Lespedeza pilosa		0
12057	Hedysarum tomentosum	Thunb.	Lespedeza tomentosa		0
12058	Anthyllis cuneata	Dum.Cours.	Lespedeza cuneata		0
12059	Hedysarum sericeum	Thunb.	Lespedeza cuneata		0
12060	Hedysarum esculentum	Ledeb.	Hedysarum vicioides		0
12061	Glycine sinensis	Sims.	Wisteria sinensis		0
12062	Glycine floribunda	Willd.	Wisteria floribunda		0
12063	Sophora lupinoides	L.	Thermopsis lupinoides		0
12064	Laurus cubeba	Lour.	Litsea cubeba		0
12065	Tinopsora sagittata	(Oliv.)Gagnep.			0
12066	Limacia sagittata	Oliv.	Tinopsora sagittata		0
12067	Tinospora imbricata	S.Y.Hu.	Tinopsora sagittata		0
12068	Morus multicaulis	Perr.	Morus alba multicaulis		0
12069	Pittosporum balansae	A.DC.			0
12070	Panicum pycnocomum	Steud.	Setaria viridis pycnocoma		0
12071	Setaria viridis pycnocoma	(Steud.)Tzvelev.			0
12072	Panicum glaucum	L.	Pennisetum glaucum		0
12073	Aconogonon limosum	(Komar.)H.Hara.	Polygonum limosum		0
12074	Persicaria divaricata	(L.)H.Gross.	Polygonum divaricatum		0
12075	Rheum caspicum	Pallas.	Rheum tataricum		0
12076	Cotoneaster coriaceus	Franch.			0
12077	Cotoneaster koidzumii	Hayata.	Pyracantha koidzumii		0
12078	Crataegus pinnatifida korolkowii	(Asch.&Graebn.)Yabe.	Crataegus pinnatifida major		0
12079	Mespilus korolkowii	Asch.&Graebn.	Crataegus pinnatifida major		0
12080	Photinia bodinieri	H.Lév.			0
12081	Crataegus villosa	Thunb.	Photinia villosa		0
12082	Pyrus pohuashanensis	Hance.	Sorbus pohuashanensis		0
12083	Sorbus amurensis	Koehne.	Sorbus pohuashanensis		0
12084	Sorbus manshuriensis	Kitag.	Sorbus pohuashanensis		0
12085	Pyrus indica	Wallich.	Docynia indica		0
12086	Ficus pyrifolia	Burm.f.	Pyrus pyrifolia		0
12087	Pyrus baccata mandshurica	Maxim.	Malus baccata mandschurica		0
12088	Pyrus pashia sikkimensis	Wenz.	Malus sikkimensis		0
12089	Pyrus hupehensis	Pamp.	Malus hupehensis		0
12090	Pyrus prunifolia	Willd.	Malus prunifolia		0
12091	Pyrus kansuensis	Batalin.	Malus kansuensis		0
12092	Pyrus prattii	Hemsl.	Malus prattii		0
12093	Amygdalus pilosa	Turcz.	Prunus pedunculata		0
12094	Prunus pilosa	(Turcz.)Maxim.	Prunus pedunculata		0
12095	Prunus nakai	Lév.	Prunus japonica nakai		0
12096	Cerasus japonica nakaii	(Lév.)T.T.Yu.&C.L.Li.	Prunus japonica nakai		0
12097	Cerasus humilis	(Bunge.)Sokoloff.	Prunus humilis		0
12098	Cerasus maximowiczii	(Rupr.)Kom.	Prunus maximowiczii		0
12099	Cerasus campanulata	(Maxim.)A.N.Vassiljeva.	Prunus campanulata		0
12100	Cerasus cerasoides	(D.Don.)Sokoloff.	Prunus cerasoides		0
12101	Cerasus pseudocerasus	(Lindl.)Loudon.	Prunus pseudocerasus		0
12102	Cerasus dielsiana	(Schneid.)T.T.Yu.&C.L.Li.	Prunus dielsiana		0
12103	Padus buergeriana	(Miq.)T.T.Yu.&T.C.Ku.	Prunus buergeriana		0
12104	Padus napaulensis	(Ser.)Schneid.	Prunus napaulensis		0
12105	Laurocerasus undulata	(Buch.-Ham. ex D.Don.)M.Roem.	Prunus undulata		0
12106	Cerasus acuminata	Wall.	Prunus undulata		0
12107	Laurocerasus jenkinsii	(Hook.f.&Thoms.)Browicz.	Prunus jenkinsii		0
12108	Fragaria vesca nubicola	Hook.f.	Fragaria nubicola		0
12109	Fragaria chrysantha	Zoll.&Morritz.	Duchesnea chrysantha		0
12110	Rosa sericea omiensis	(Rolfe.)A.V.Roberts.			0
12111	Rubus lambertianus glaber	Hemsl.	Rubus ampelinus		0
12112	Rubus rolfei	Vidal.			0
12113	Rubus pentalobus	Hayata.	Rubus rolfei		0
12114	Rubus xanthacantha	H.Lév.	Rubus innominatus		0
12115	Rubus pungens oldhamii	(Miq.)Maxim.			0
12116	Sphaerocarya edulis	Wall.	Pyrularia edulis		0
12117	Thea biflora	Hayata.	Camellia biflora		0
12118	Camellia caudata gracilis	(Hemsl.)Yamam. ex H.Keng.	Camellia gracilis		0
12119	Ulmus davidiana japonica	(Rehder.)Nakai.	Ulmus japonica		0
12120	Planera davidii	Hance.	Hemiptelea davidii		0
12121	Pteroceltis tatarinowii	Maxim.			0
12122	Zelkova schneideriana	Hand.-Mazz.			0
12123	Boehmeria macrostachya	Wight.	Boehmeria macrophylla		0
12124	Boehmeria nivea nipononivea	(Koidz.)W.T.Wang.	Boehmeria nipononivea		0
12125	Urtica spicata	Thunb.	Boehmeria spicata		0
12126	Missiessya wallichiana	Wedd.	Debregeasia wallichiana		0
12127	Cirsium nipponicum amplexifolium	Nakai.	Cirsium amplexifolium		0
12128	Cnicus suffultus	Maxim.	Cirsium suffultum		0
12129	Elaeagnus multiflora yoshinoi	(Makino)Servett.	Elaeagnus yoshinoi		0
12130	Eleutherococcus spinosus japonicus	(Franch.&Sav.)H.Ohba.	Eleutherococcus japonicus		0
12131	Helwingia japonica liukiuensis	(Hatus.)H.Hara.	Helwingia liukiuensis		0
12132	Lonicera caerulea venulosa	(Maxim.)Rehder.	Lonicera venulosa		0
12133	Taraxacum platycarpum hondoense	(Nakai.&Koidz.)Morita.	Taraxacum hondoense		0
12134	Vaccinium santanense	Koidz.	Vaccinium ciliatum		0
12135	Cornus japonicum	Thunb.	Viburnum japonicum		0
12136	Paraixeris chelidoniifolia	(Makino.)Nakai.	Youngia chelidoniifolia		0
12137	Lactuca chelidoniifolia	Makino.	Youngia chelidoniifolia		0
12138	Adenophora nipponica	Kitam.	Adenophora nikoensis		0
12139	Campanula remotiflora	Siebold.&Zucc.	Adenophora remotiflora		0
12140	Campanula triphylla	Thunb.	Adenophora triphylla		0
12141	Lophanthus rugosus	Fisch.&C.A.Mey.	Agastache rugosa		0
12142	Dryandra cordata	Thunb.	Aleurites cordata		0
12143	Aralia racemosa sachalinensis	Regel.	Aralia schmidtii		0
12144	Aralia cordata sachalinensis	(Regel.)Nakai.	Aralia schmidtii		0
12145	Artemisia indica maximowiczii	(Nakai].Hara.	Artemisia princeps		0
12146	Parasenecio auriculata	(DC.)H.Koyama.	Cacalia auriculata		0
12147	Parasenecio delphiniifolia	(Siebold.&Zucc.)H.Koyama.	Cacalia delphiniifolia		0
12148	Parasenecio farfarifolia	(Siebold.&Zucc.)H.Koyama.	Cacalia farfarifolia		0
12149	Parasenecio hastata orientalis	(Kitam.)H.Koyama.	Cacalia hastata orientalis		0
12150	Parasenecio hastata tanakae	(Franch.&Sav.)H.Koyama.	Cacalia hastata tanakae		0
12151	Parasenecio kiusiana	(Makino.)H.Koyama.	Cacalia kiusiana		0
12152	Parasenecio nikomontana	(Matsum.)H.Koyama.	Cacalia nikomontana		0
12153	Breea setosum	(M.Bieb.)Kitam.	Cirsium setosum		0
12154	Cnicus spicatus	Maxim.	Cirsium spicatum		0
12155	Cnicus yezoensis	Maxim.	Cirsium yezoense		0
12156	Cirsium oligophyllum	(Franch.&Sav.)Matsum.			0
12157	Callisace dahurica	Fisch.	Angelica dahurica		0
12158	Angelica cryptotaeniifolia	Kitag.	Angelica gigas		0
12159	Liriodendron figo	Lour.	Michelia figo		0
12160	Cosbaea coccinea	Lemaire.	Kadsura coccinea		0
12161	Kadsura chinensis	Hance. ex Benth.	Kadsura coccinea		0
12162	Uvaria heteroclita	Roxb.	Kadsura heteroclita		0
12163	Uvaria japonica	L.	Kadsura japonica		0
12164	Kadsura matsudai	Hayata.	Kadsura japonica		0
12165	Schisandra chinensis rubriflora	Franch.	Schisandra rubriflora		0
12166	Glossocomia ussuriensis	Rupr.&Maxim.	Codonopsis ussuriensis		0
12167	Benthamidia japonica	(Siebold.&Zucc.)H.Hara.	Cornus kousa		0
12168	Benthamia kousa	(Miq.)Nakai.	Cornus kousa		0
12169	Cryptotaenia canadensis japonica	(Hassk.)Makino.	Cryptotaenia japonica		0
12170	Vincetoxicum pycnostelma	Kitag.	Cynanchum paniculatum		0
12171	Elaeagnus hisauchii	Makino. ex Nakai.	Elaeagnus maritima		0
12172	Elaeagnus montana ovata	(Maxim.)Araki.	Elaeagnus multiflora ovata		0
12173	Panax divaricatus	Siebold.&Zucc.	Eleutherococcus divaricatus		0
12174	Celastrus alatus	Thunb.	Euonymus alatus		0
12175	Fraxinus borealis	Nakai.	Fraxinus longicuspis		0
12176	Eleutherococcus innovans	(Siebold.&Zucc.)H.Ohba.			0
12177	Gaultheria japonica	(A.Gray.)Sleumer.			0
12178	Chiogenes japonica	A.Gray.	Gaultheria japonica		0
12179	Chiogenes hispidula japonica	(A.Gray.)Makino.	Gaultheria japonica		0
12180	Gaultheria hispidula japonica	Makino. ex Airy Shaw.	Gaultheria japonica		0
