ID	Latin Name	Cultivar	Notes on cultivar	Synonyms	Pull out	Record checked	Last update
1621	Rubus idaeus	'Glen Cova'			0	0	
1622	Rubus idaeus	'Leo'			0	0	
1623	Rubus idaeus	'Lloyd George'			0	0	
1624	Rubus idaeus	'Malling Admiral'			0	0	
1625	Rubus idaeus	'Malling Delight'			0	0	
1626	Rubus idaeus	'Malling Jewel'			0	0	
1627	Rubus idaeus	'Malling Joy'			0	0	
1628	Rubus idaeus	'Malling Promise'			0	0	
1629	Rubus idaeus	'Zeva'			0	0	
1630	Rubus laciniatus	'Oregon Thornless'	A high yielding form with good flavoured fruits and no prickles on the stems, thus making it easier to harvest[17]. The canes need to be allowed to grow at least 3.6 metres long for good cropping[253].The medium-size fruit has a fair flavour and is produced in mid to late-season. Overall cropping is moderate[253].	'Oregon Cutleaf Thornless'	0	0	16/8/98 0:00:00
1631	Rubus loganobaccus	'LY654'	A thornless form with well-flavoured fruits[200].		0	0	29/1/97 0:00:00
1632	Rubus macropetalus	''	No entries have been made for this species as yet.		0	0	
1633	Rubus moluccanus	'Keri'	A very vigorous plant with mild flavoured large black fruits that lack the distinctive flavour of blackberries[183].	'Keriberry'	0	0	29/1/97 0:00:00
1634	Rubus niveus	''	No entries have been made for this species as yet.		0	0	
1635	Rubus occidentalis	''Allen	The large, attractive fruit is very sweet with a firm flesh[183]. It ripens in mid-season, with a lot of the crop coming ripe at the same time[183]. It is excellent for jam[183].A good all-round cultivar, though it is not outstanding in any way[183]. A vigorous, productive bush, it is somewhat resistant to mildew[183].		0	0	1996-12-11 00:00
1636	Rubus occidentalis	'Black Hawk'	The large fruit is up to 2cm in diameter, it has a firm flesh with little or no tendency to crumble and a sweet to mildly acid flavour[183]. Ripening in mid-season, it is of excellent quality fresh, frozen or processed[183].A vigorous, hardy bush that yields extremely well, it does not sucker (this probably means that it does not spread far from the original clump, it has to produce suckers each year in order to maintain itself[K]) and is somewhat resistant to anthracnose[183].		0	0	25/10/96 0:00:00
1637	Rubus occidentalis	'Haut'	The medium-size fruit is very sweet with a firm, cohesive flesh, it is of excellent quality and ripens over a longer period than other cultivars of this species[183].A vigorous, high-yielding plant, it is more productive than 'Bristol'[183]. It is disease-resistant[183].		0	0	25/10/96 0:00:00
1638	Rubus occidentalis	'Jewel'	A large, attractive fruit, the flesh is firm and flavourful, of high quality and ripening in mid-season[183].A vigorous and productive bush, it is winter hardy and is not susceptible to any serious disease, though is slightly susceptible to mildew[183]. It is considered to be an improvement over 'Bristol'[183].		0	0	25/10/96 0:00:00
1639	Rubus occidentalis	'John Robertson'	A large, plump fruit with a medium firm flesh, it is juicy and of very good quality[183].A productive bush, it is one of the hardiest cultivars of this species and crops reliably as far north as Canada[183].		0	0	25/10/96 0:00:00
1640	Rubus occidentalis	'Lowden'	An extremely large fruit with a juicy, sweet flesh of excellent flavour[183]. It is of especially good quality for canning[183]. Ripens late[183].An upright, quite vigorous, productive, very winter-hardy plant, it is resistant to anthracnose[183].		0	0	25/10/96 0:00:00
1641	Rubus occidentalis	'Plum Farmer'	A large fruit with a firm flesh of high quality, it ripens very quickly and the entire crop can be harvested in 2 - 3 pickings[183].The bush is hardier than most cultivars of this species, it is drought resistant, immune to curl virus but susceptible to anthracnose[183].	'Farmer'	0	0	25/10/96 0:00:00
1642	Rubus parvifolius	''	No entries have been made for this species as yet.		0	0	
1643	Rubus phoenicolasius	'Bella di Tokyo'	A form with small tasty red fruits[183].		0	0	30/9/96 0:00:00
1644	Rubus procerus	'Himalayan Giant'	A very vigorous cultivar producing very long canes that can fruit for more than one year before dying[253]. The canes should be allowed to grow at least 4.5 metres long to ensure the plant fruits well[253].The medium-size fruit has a good flavour. It ripens in mid-season but is not produced in great abundance[253].		0	0	16/8/98 0:00:00
1645	Rubus strigosus	''	No entries have been made for this species as yet.		0	0	
1646	Rubus ursinus	''	No entries have been made for this species as yet.		0	0	
1647	Rubus x neglectus	'Rex'	A large, meaty fruit of good dessert quality, though it also makes good preserves[183].An upright, very vigorous, highly productive, reliable and disease resistant plant, it is very winter-hardy tolerating temperatures down to -30°c or lower[183]. An excellent all-round cultivar, it is adapted to north temperate regions[183].		0	0	25/10/96 0:00:00
1648	Rudbeckia laciniata	''	No entries have been made for this species as yet.		0	0	
1649	Rumex acetosa	'Belleville'	Large pale-green leaves to 8cm long[183].A small French cultivar that is hardy, fast growing and well-proven to be productive under almost any condition[183].	'De Belleville'	0	0	1996-07-10 00:00
1650	Rumex acetosa	'Blonde de Lyon'	This form has large, thick, only slightly acid leaves and is much less likely to flower than the type[183, 200]. A tender and mild flavour[183]. The leaves of this cultivar are often available all through the winter, especially if the winter is mild[200].		0	0	1996-07-10 00:00
1651	Rumex acetosa	'Gourmet Brand Verte'	Produces large rosettes of tangy foliage. Excellent for spring salads or an early spring cream of sorrel soup[183].A cold-tolerant form that is ideal for very early spring and very late autumn crops[183].		0	0	1996-07-10 00:00
1652	Rumex acetosa	'Larghe Foglie Blonde'	Large pale green leaves that are delicious in salads[183]. It is usually harvested by stripping off the outer leaves, and is not adaptable to cut and come again techniques[183].Plants will last 3 - 4 years before requiring division[183].		0	0	1996-07-10 00:00
1653	Rumex acetosa	'Low Oxalic Acid'	A highly refined selection, bred for low oxalic acid content[183]. The flavour is only slightly sour[183].		0	0	1996-07-10 00:00
1654	Rumex acetosa	'Nobel'	The leaves are larger, broader and more succulent than other cultivars[183].		0	0	1996-07-10 00:00
1655	Rumex acetosa	'Pallagi Nagylevelü'	An improved form developed in Eastern Europe[183].		0	0	1996-07-10 00:00
1656	Rumex acetosa	'Polish variety'	This is a form given to us by a Polish person on the allotment in London. It rarely ever flowers and usually provides fresh leaves for most of the year. It is possible that our plant is the cultivar 'Blonde de Lyon'.		0	0	30/9/96 0:00:00
1657	Rumex scutatus	'Silver Shield'	Of low, dense habit and growing to about 45cm tall[200], it makes a good, if rampant, ground cover beside paths and at the front of borders[238].		0	0	1998-09-01 00:00
1658	Ruscus aculeatus	'Sparkler'	A hermaphrodite, and therefore self-fertile form of the species[200].		0	0	29/1/97 0:00:00
1659	Ruta graveolens	''	No entries have been made for this species as yet.		0	0	
1660	Sagittaria sagittifolia	''	No entries have been made for this species as yet.		0	0	
1661	Salix acutifolia	''	No entries have been made for this species as yet.		0	0	
1662	Salix alba	'Cardinal'	This form is grown for its use in basket making[131].		0	0	30/9/96 0:00:00
1663	Salix alba vitellina	''	No entries have been made for this species as yet.		0	0	
1664	Salix caprea	'Kilmarnock'	A male form of weeping habit[200], it can be grown as ground cover when spaced about 1.5 metres apart each way[208].		0	0	1998-09-01 00:00
1665	Salix caprea	'Pendula'	A female form of weeping habit[200], it can be grown as ground cover when spaced about 1.5 metres apart each way[208].		0	0	1998-09-01 00:00
1666	Salix daphnoides	''	No entries have been made for this species as yet.		0	0	
1667	Salix eriocephala	'Green USA'	The cultivar is ideal as a windbreak, it tolerates very poor light soils[199].		0	0	1998-09-01 00:00
1668	Salix fragilis	'Basfordiana'	This form is used for basket making[131].		0	0	30/9/96 0:00:00
1669	Salix lasiolepis	''	No entries have been made for this species as yet.		0	0	
1670	Salix lucida	''	No entries have been made for this species as yet.		0	0	
1671	Salix pentandra	''	No entries have been made for this species as yet.		0	0	
1672	Salix purpurea	'Gracilis'	This low-growing variety to about 1.5 metres tall[11] is suitable for growing as a small hedge on damp sites[182, 200]. It can be kept dense by annual clipping[11].	'Nana'	0	0	1998-09-01 00:00
1673	Salix purpurea lambertiana	''	No entries have been made for this species as yet.		0	0	
1674	Salix triandra	''	No entries have been made for this species as yet.		0	0	
1675	Salix viminalis	''	No entries have been made for this species as yet.		0	0	
1676	Salix x rubra	''	No entries have been made for this species as yet.		0	0	
1677	Salvia clevelandii	'Aromas'	An improved form that is very fragrant[183].		0	0	29/1/97 0:00:00
1678	Salvia elegans	'Scarlet Pineapple'	This form has leaves with a pineapple-like scent[238].		0	0	29/1/97 0:00:00
1679	Salvia microphylla	''	No entries have been made for this species yet.		0	0	19/12/99 0:00:00
1680	Salvia officinalis	'Albiflora'	A narrow-leaved form with white flowers, it is said to be the best culinary sage[11, 244].	'Alba'	0	0	1999-01-11 00:00
1681	Salvia officinalis	'Purpurascens'	This is a selected form with red leaves, it has the same uses as the type species, though the leaves are a bit tougher and make better tooth cleaners[K]. This form is also particularly good as a gargle[244] and is said to be more potent medicinally than common sage[238].		0	0	1997-05-04 00:00
1682	Salvia pratensis	''	No entries have been made for this species as yet.		0	0	
1683	Salvia sclarea	''	No entries have been made for this species as yet.		0	0	
1684	Salvia sylvestris	''	There are some named forms, selected for their ornamental value.Since we know of no forms that have been selected for their useful properties, we have not listed any cultivars here and in general, unless you require the specific ornamental properties of a cultivar, we recommend you grow the species rather than any cultivars.		0	0	1999-01-11 00:00
1685	Sambucus canadensis	'Adams'	The fruit clusters and berries are exceptionally large[183].A vigorous productive plant, it is only partially self-fertile and so needs a pollinator[183].	'Adams #1' 'Adams #2'	0	0	1996-10-10 00:00
1686	Sambucus canadensis	'Ebony King'	The waxy black fruit has a high quality crimson juice with a delicate flavour and aroma[183]. It is excellent for wines, jellies and pies[183].A very productive tree, it can average 11 kilos of fruit annually[183]. Usually evergreen, retaining its leaves even when temperatures drop to -10°c[183].		0	0	1996-10-10 00:00
1687	Sambucus canadensis	'Hidden Springs'	The fruit ripens evenly in clusters, making it much easier to sort[183].		0	0	1996-10-10 00:00
1688	Sambucus canadensis	'Johns'	The fruit clusters and berries are large and ripen earlier than the cultivar 'Adams'[183].An extremely vigorous plant, it is only partially self-fertile and so needs a pollinator[183].		0	0	1996-10-10 00:00
1689	Sambucus canadensis	'Kent'	Fruit size and quality are equal to the cultivar 'Adams', but it ripens 7 - 10 days earlier[183].A vigorous productive plant, it is an open-pollinated seedling of 'Adams'[183].		0	0	1996-10-10 00:00
1690	Sambucus canadensis	'Nova'	The large fruit matures early and uniformly in the cluster, it is sweeter than the cultivars 'Victoria' and 'Kent', which it otherwise resembles[183].The plant suckers freely and is readily propagated by cuttings of one-year old canes[183].		0	0	1996-10-10 00:00
1691	Sambucus canadensis	'Scotia'	The large fruit matures early and uniformly in the cluster, it is sweeter than the cultivars 'Victoria' and 'Kent', which it otherwise resembles[183].The plant suckers freely and is readily propagated by cuttings of one-year old canes[183].		0	0	1996-10-10 00:00
1692	Sambucus canadensis	'Tarheel'	The berries have a flavour that is subtle and delicate, yet tangy[183].A very vigorous tree, it can produce new growth up to 1.8 metres long in its first year and will often fill with berries in its first season - these ripen as late as October in the colder areas of its range[183].		0	0	1996-10-10 00:00
1693	Sambucus canadensis	'Victoria'	The fruit is large and of good quality, very similar to the cultivar 'Adams' but ripening 3 - 6 days earlier[183].A moderately vigorous, productive plant, it is easily propagated by dormant cuttings[183].		0	0	1996-10-10 00:00
1694	Sambucus canadensis	'York'	The large berries are produced in heavy clusters[183]. The fruit is larger than in any other cultivar, it averages only about 9.9% soluble solids, about 3% less than other cultivars[183].A very large plant, it is more productive than the cultivar 'Adams'[183].		0	0	1996-12-11 00:00
1695	Sambucus nigra	'Alba'	The fruit of this form is very pale and seems to be much more acceptable to the human palate than the type species. In a taste test all 7 people found the raw fruit of this form quite acceptable to eat[K].		0	0	
1696	Sambucus racemosa	''	No entries have been made for this species as yet.		0	0	
1697	Sanguinaria canadensis	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
